,TransactionID,FraudIndicator,Category,TransactionAmount,AnomalyScore,Timestamp,MerchantID,Amount,CustomerID,Name,Age,Address,AccountBalance,LastLogin,SuspiciousFlag
28,29,0,Other,73.08040768249539,0.4633405713676668,2022-01-02 04:00:00,2322,25.334803493141827,1121,Customer 1121,23,Address 1121,4584.987687518285,2022-05-01,0
29,30,0,Retail,83.8842181328395,0.6466000102947055,2022-01-02 05:00:00,2932,70.07512697850342,1117,Customer 1117,52,Address 1117,7288.036637655037,2022-04-27,0
30,31,0,Food,59.9638046074686,0.0286451504049212,2022-01-02 06:00:00,2951,92.6193029775784,1475,Customer 1475,25,Address 1475,2805.3119964226125,2023-04-20,0
31,32,0,Online,64.82555289198555,0.1139557066719609,2022-01-02 07:00:00,2313,77.7269441692719,1993,Customer 1993,60,Address 1993,8330.438296145094,2024-09-19,0
32,33,0,Other,16.31638922256401,0.7904919847795615,2022-01-02 08:00:00,2693,59.3509900357369,1030,Customer 1030,54,Address 1030,3767.55788843177,2022-01-30,0
33,34,0,Retail,74.89233384628318,0.496141397087933,2022-01-02 09:00:00,2686,61.34763595275774,1116,Customer 1116,22,Address 1116,3038.909606871837,2022-04-26,0
34,35,0,Online,63.48108383812917,0.0234248603939667,2022-01-02 10:00:00,2173,60.47401632791208,1676,Customer 1676,38,Address 1676,7624.565426838614,2023-11-07,0
35,36,0,Retail,55.0748944700021,0.1056184269218054,2022-01-02 11:00:00,2674,42.20773347952953,1547,Customer 1547,31,Address 1547,6742.168051456645,2023-07-01,0
36,37,0,Food,15.85588970150042,0.1173613685668951,2022-01-02 12:00:00,2832,71.26856791663724,1527,Customer 1527,59,Address 1527,3545.727576422631,2023-06-11,0
37,38,0,Retail,35.25955889294103,0.682579996111541,2022-01-02 13:00:00,2967,46.214982406953474,1087,Customer 1087,28,Address 1087,2934.8098384758123,2022-03-28,0
38,39,0,Other,53.30527210965001,0.9384845538305628,2022-01-02 14:00:00,2201,14.63168948637222,1207,Customer 1207,38,Address 1207,5655.630625853387,2022-07-26,0
39,40,0,Other,89.31329987617828,0.5326091267272046,2022-01-02 15:00:00,2995,80.53777562959479,1038,Customer 1038,62,Address 1038,5402.920850264518,2022-02-07,0
40,41,0,Other,13.156789554321756,0.3194777655854669,2022-01-02 16:00:00,2596,47.874851353915766,1800,Customer 1800,58,Address 1800,6631.372808065945,2024-03-10,0
41,42,0,Retail,39.31008128591371,0.2149458399121594,2022-01-02 17:00:00,2518,85.10981610829299,1510,Customer 1510,53,Address 1510,7685.510723404021,2023-05-25,0
42,43,0,Online,62.40210028810944,0.5672705382841227,2022-01-02 18:00:00,2910,55.81926585658818,1104,Customer 1104,52,Address 1104,1693.073845531838,2022-04-14,0
43,44,0,Food,88.11638357233643,0.7663300041347579,2022-01-02 19:00:00,2423,86.97191973785533,2000,Customer 2000,42,Address 2000,4853.024379784787,2024-09-26,0
44,45,0,Online,29.203181435601817,0.7076318867164036,2022-01-02 20:00:00,2364,69.75758075212585,1644,Customer 1644,51,Address 1644,3307.317156281388,2023-10-06,1
45,46,0,Online,15.0314207539817,0.9923378496402676,2022-01-02 21:00:00,2274,79.35791579481321,1238,Customer 1238,38,Address 1238,8228.897853132457,2022-08-26,0
46,47,0,Food,64.0550437068745,0.531697063932589,2022-01-02 22:00:00,2639,72.74250983074938,1759,Customer 1759,33,Address 1759,6608.386988413693,2024-01-29,0
47,48,0,Travel,37.31484596425175,0.0322402678558125,2022-01-02 23:00:00,2233,17.6405694778187,1994,Customer 1994,63,Address 1994,8791.304688526334,2024-09-20,0
48,49,1,Other,11.93959323128237,0.0061201141369274,2022-01-03 00:00:00,2239,30.793728080558463,1752,Customer 1752,46,Address 1752,6552.420255282427,2024-01-22,0
49,50,0,Online,17.91599331862236,0.0447252918925693,2022-01-03 01:00:00,2946,61.35297940106928,1415,Customer 1415,57,Address 1415,9258.31269753691,2023-02-19,0
50,51,0,Retail,28.42012347274126,0.9181560081146742,2022-01-03 02:00:00,2638,42.07616320785515,1044,Customer 1044,22,Address 1044,5084.274000658554,2022-02-13,0
51,52,0,Retail,95.91411492767848,0.0555455780239428,2022-01-03 03:00:00,2770,90.81333790562653,1374,Customer 1374,47,Address 1374,2897.001043526318,2023-01-09,0
52,53,0,Food,44.00543975418234,0.5687201877502441,2022-01-03 04:00:00,2262,42.08401695356378,1345,Customer 1345,52,Address 1345,7264.807041213747,2022-12-11,0
53,54,0,Online,39.083675731208,0.1116274550577005,2022-01-03 05:00:00,2920,87.77609114158098,1680,Customer 1680,43,Address 1680,1308.3817367590414,2023-11-11,0
54,55,0,Other,79.91319162474862,0.6294201752731601,2022-01-03 06:00:00,2312,62.13088122838467,1043,Customer 1043,25,Address 1043,8236.476448026788,2022-02-12,0
55,56,0,Retail,99.39547482554184,0.5047562252447003,2022-01-03 07:00:00,2292,83.1517552203441,1611,Customer 1611,21,Address 1611,3612.869037587848,2023-09-03,0
56,57,0,Travel,98.02129252071374,0.7124860792029184,2022-01-03 08:00:00,2082,49.723786313021925,1704,Customer 1704,23,Address 1704,1670.4930903743175,2023-12-05,0
57,58,0,Food,85.97846399845285,0.6232913655459015,2022-01-03 09:00:00,2921,13.081741283544147,1405,Customer 1405,59,Address 1405,9246.516979425342,2023-02-09,0
58,59,0,Food,61.369965594477215,0.6889460878176792,2022-01-03 10:00:00,2033,28.62756065487808,1161,Customer 1161,55,Address 1161,7545.026042634955,2022-06-10,0
59,60,0,Retail,56.39017672096056,0.7012128117494796,2022-01-03 11:00:00,2479,82.91599923239106,1336,Customer 1336,42,Address 1336,9996.99152465927,2022-12-02,0
60,61,0,Travel,52.224587954587946,0.3817522806168361,2022-01-03 12:00:00,2684,76.11459127700137,1714,Customer 1714,36,Address 1714,8792.09709915188,2023-12-15,0
61,62,0,Travel,88.00863507425593,0.4478817547460879,2022-01-03 13:00:00,2234,66.56159118369223,1865,Customer 1865,45,Address 1865,4468.344079407905,2024-05-14,0
62,63,0,Other,22.41233395120337,0.7690132128559298,2022-01-03 14:00:00,2286,50.51711429707575,1702,Customer 1702,32,Address 1702,4756.907985455394,2023-12-03,0
63,64,0,Online,10.967550794864708,0.3391291866143247,2022-01-03 15:00:00,2131,55.162744952494926,1483,Customer 1483,56,Address 1483,7541.198868921577,2023-04-28,0
64,65,0,Other,74.80049283184198,0.0951938957139624,2022-01-03 16:00:00,2195,78.33451388591148,1139,Customer 1139,21,Address 1139,3039.5142047755826,2022-05-19,0
65,66,0,Other,16.34857049322759,0.1072906870387059,2022-01-03 17:00:00,2561,51.4144879788989,1108,Customer 1108,33,Address 1108,7794.946321991311,2022-04-18,0
66,67,0,Retail,59.48591943885853,0.169625926112435,2022-01-03 18:00:00,2171,81.34788954135908,1056,Customer 1056,46,Address 1056,3507.492645445045,2022-02-25,0
67,68,0,Other,64.68870798615711,0.5467204678243731,2022-01-03 19:00:00,2781,95.23140544260824,1548,Customer 1548,29,Address 1548,4483.156300402189,2023-07-02,0
68,69,0,Retail,40.11881406202277,0.7132956071476505,2022-01-03 20:00:00,2038,87.15831942631942,1887,Customer 1887,40,Address 1887,3976.339147069369,2024-06-05,0
69,70,0,Other,33.18694249951406,0.2189393885632597,2022-01-03 21:00:00,2475,78.69681169305915,1897,Customer 1897,27,Address 1897,2518.7388735597933,2024-06-15,0
70,71,0,Online,64.24073572319557,0.5521439297775538,2022-01-03 22:00:00,2487,23.80623682022744,1154,Customer 1154,48,Address 1154,5544.569288667391,2022-06-03,0
71,72,1,Online,53.91674221753586,0.1617728586912705,2022-01-03 23:00:00,2495,57.31615922446038,1286,Customer 1286,19,Address 1286,7665.932450291637,2022-10-13,0
72,73,0,Travel,55.60426363765741,0.6860135687546838,2022-01-04 00:00:00,2200,67.92604330939866,1149,Customer 1149,34,Address 1149,7990.335619571962,2022-05-29,0
73,74,0,Travel,95.54621197153052,0.957373586986144,2022-01-04 01:00:00,2296,16.26344880319616,1158,Customer 1158,50,Address 1158,5037.207239014824,2022-06-07,0
74,75,0,Other,25.73509604902587,0.7842947190605576,2022-01-04 02:00:00,2872,13.42002255353782,1606,Customer 1606,60,Address 1606,4152.721122244118,2023-08-29,0
75,76,0,Food,92.0899205881348,0.4885878004048138,2022-01-04 03:00:00,2036,42.76855554669151,1422,Customer 1422,32,Address 1422,6987.997844391333,2023-02-26,0
76,77,0,Travel,66.15215047728688,0.2178905074792401,2022-01-04 04:00:00,2753,41.21158341874049,1007,Customer 1007,33,Address 1007,2957.760054296896,2022-01-07,0
77,78,0,Other,70.84820400902817,0.3941309112302433,2022-01-04 05:00:00,2116,58.13859005804491,1985,Customer 1985,47,Address 1985,3816.962495092046,2024-09-11,0
78,79,0,Online,65.46874682566187,0.6085123427185402,2022-01-04 06:00:00,2203,14.634664157422302,1776,Customer 1776,31,Address 1776,3715.769255207644,2024-02-15,0
79,80,0,Retail,25.27309509866829,0.0255585901176547,2022-01-04 07:00:00,2083,19.137591520992626,1159,Customer 1159,54,Address 1159,5766.570781258057,2022-06-08,0
80,81,0,Travel,54.43074953579532,0.2007991959678334,2022-01-04 08:00:00,2552,29.83486576041774,1493,Customer 1493,44,Address 1493,5703.042829615882,2023-05-08,0
81,82,0,Online,89.92128590628081,0.084979207388952,2022-01-04 09:00:00,2282,38.43137755298227,1322,Customer 1322,29,Address 1322,9411.508716680992,2022-11-18,0
82,83,0,Food,70.5533611534697,0.0148769296562688,2022-01-04 10:00:00,2610,18.110761868902294,1731,Customer 1731,62,Address 1731,5275.9454658434415,2024-01-01,0
83,84,0,Online,11.760532784436789,0.8500908746590535,2022-01-04 11:00:00,2901,22.97242859349798,1876,Customer 1876,31,Address 1876,8278.713188445914,2024-05-25,0
84,85,0,Retail,47.90428072026375,0.8858380254109788,2022-01-04 12:00:00,2323,22.45289288099517,1920,Customer 1920,33,Address 1920,3434.612874956465,2024-07-08,0
85,86,0,Retail,30.12257414785566,0.6619170473823522,2022-01-04 13:00:00,2534,70.51131966791718,1618,Customer 1618,27,Address 1618,6741.429339282374,2023-09-10,0
86,87,0,Retail,59.06169368651467,0.7086399710261254,2022-01-04 14:00:00,2586,78.55221406635722,1054,Customer 1054,27,Address 1054,2873.839987462341,2022-02-23,0
87,88,0,Travel,61.030450747630056,0.0365564379848128,2022-01-04 15:00:00,2882,35.601241841950866,1886,Customer 1886,37,Address 1886,9467.31225148779,2024-06-04,0
88,89,0,Retail,77.76328614592758,0.4402907533266011,2022-01-04 16:00:00,2055,26.00722367933592,1071,Customer 1071,64,Address 1071,4962.283526863032,2022-03-12,0
89,90,0,Retail,49.16020343383616,0.0002337072005655,2022-01-04 17:00:00,2622,85.36034193563887,1975,Customer 1975,51,Address 1975,8710.760047285832,2024-09-01,0
90,91,0,Online,70.28777110281193,0.5325805700018359,2022-01-04 18:00:00,2140,48.09673926087099,1726,Customer 1726,23,Address 1726,9885.267204374808,2023-12-27,0
91,92,0,Food,33.838420642486625,0.1103865196909265,2022-01-04 19:00:00,2010,29.03410939854033,1435,Customer 1435,35,Address 1435,8804.517944437239,2023-03-11,0
92,93,0,Travel,49.22333118633592,0.190179868627074,2022-01-04 20:00:00,2111,98.14685940247114,1684,Customer 1684,43,Address 1684,7560.730128542115,2023-11-15,0
93,94,0,Travel,85.86740383135798,0.4604078745218216,2022-01-04 21:00:00,2680,79.77488953148558,1277,Customer 1277,22,Address 1277,5042.199848161743,2022-10-04,0
94,95,1,Other,72.2881408132906,0.6351498923024964,2022-01-04 22:00:00,2600,50.39592040108388,1828,Customer 1828,62,Address 1828,2077.514821107271,2024-04-07,0
95,96,0,Retail,26.196351691755417,0.495002454686524,2022-01-04 23:00:00,2054,98.5026858539832,1466,Customer 1466,41,Address 1466,2569.1292344962367,2023-04-11,0
96,97,0,Other,90.0778270615524,0.3040718787901955,2022-01-05 00:00:00,2432,18.16684546592576,1922,Customer 1922,46,Address 1922,5101.105372122595,2024-07-10,0
97,98,0,Other,21.11119366756257,0.291574943975321,2022-01-05 01:00:00,2346,55.88720399193835,1183,Customer 1183,40,Address 1183,7149.964405144897,2022-07-02,0
98,99,0,Online,15.152685241543288,0.2419476642350824,2022-01-05 02:00:00,2299,76.84342858021311,1866,Customer 1866,35,Address 1866,9510.171443616422,2024-05-15,0
99,100,0,Other,94.0073412618988,0.3374859941376362,2022-01-05 03:00:00,2027,13.097222776355888,1514,Customer 1514,20,Address 1514,2045.0579963089228,2023-05-29,0
100,101,0,Food,88.98436112503889,0.9603976293466876,2022-01-05 04:00:00,2433,58.92390637798005,1023,Customer 1023,34,Address 1023,9545.47486907634,2022-01-23,0
101,102,0,Online,97.48688179907796,0.2645800599183321,2022-01-05 05:00:00,2736,61.65899469709107,1012,Customer 1012,45,Address 1012,2706.148887561668,2022-01-12,0
102,103,0,Retail,83.76810174234359,0.3332819881973068,2022-01-05 06:00:00,2744,12.458635265316776,1585,Customer 1585,37,Address 1585,7900.2424003291135,2023-08-08,0
103,104,0,Travel,93.56933968320736,0.3398523619032424,2022-01-05 07:00:00,2433,16.651042272403856,1914,Customer 1914,18,Address 1914,6131.253862602764,2024-07-02,0
104,105,0,Other,39.7071103789509,0.2223044794557515,2022-01-05 08:00:00,2453,64.1798875377491,1979,Customer 1979,20,Address 1979,8722.686489131847,2024-09-05,0
105,106,0,Travel,54.89026403662322,0.4215635124057515,2022-01-05 09:00:00,2154,13.915099886609262,1995,Customer 1995,38,Address 1995,2240.517799293388,2024-09-21,0
106,107,0,Online,85.92834801769118,0.3664545518768669,2022-01-05 10:00:00,2908,58.084975288492096,1359,Customer 1359,53,Address 1359,8430.98651867882,2022-12-25,0
107,108,0,Online,64.58967531386853,0.8913273664664983,2022-01-05 11:00:00,2967,96.8105858612092,1609,Customer 1609,29,Address 1609,7085.442721000245,2023-09-01,0
108,109,0,Food,66.51437179940578,0.7824277459451286,2022-01-05 12:00:00,2508,48.737959254294935,1796,Customer 1796,33,Address 1796,5588.049941710766,2024-03-06,0
109,110,0,Other,57.44211218746886,0.0063315156706293,2022-01-05 13:00:00,2580,44.24378825471623,1685,Customer 1685,18,Address 1685,3046.120484791152,2023-11-16,0
110,111,0,Retail,10.625085325396435,0.6864802438144277,2022-01-05 14:00:00,2570,22.586047991269297,1961,Customer 1961,47,Address 1961,3454.6485309782306,2024-08-18,0
111,112,0,Other,21.310132757865613,0.290569092728993,2022-01-05 15:00:00,2493,40.47944601842122,1740,Customer 1740,19,Address 1740,1783.739009166993,2024-01-10,0
112,113,0,Online,31.089658414406184,0.3787730482978894,2022-01-05 16:00:00,2628,74.4439571243902,1836,Customer 1836,47,Address 1836,4018.773274033155,2024-04-15,0
113,114,0,Travel,97.86479106596292,0.8384719464730573,2022-01-05 17:00:00,2240,77.57986716270221,1120,Customer 1120,47,Address 1120,7450.419004134611,2022-04-30,0
114,115,0,Retail,20.93135754622178,0.8548717198256173,2022-01-05 18:00:00,2941,40.63979180497972,1841,Customer 1841,22,Address 1841,9319.481714172363,2024-04-20,0
115,116,0,Food,84.66984069219563,0.4309100079096375,2022-01-05 19:00:00,2507,62.921911545133966,1930,Customer 1930,61,Address 1930,1111.7721667693309,2024-07-18,0
116,117,0,Travel,75.34393386371227,0.8626867847533091,2022-01-05 20:00:00,2128,43.7036374245612,1423,Customer 1423,40,Address 1423,7025.452026763664,2023-02-27,0
117,118,0,Retail,31.029962233485527,0.9230146888184372,2022-01-05 21:00:00,2428,56.60485656715164,1575,Customer 1575,21,Address 1575,7192.646432329213,2023-07-29,0
118,119,1,Retail,19.527907375407104,0.8521427323660469,2022-01-05 22:00:00,2572,17.72987462635209,1780,Customer 1780,48,Address 1780,8473.630815815763,2024-02-19,0
119,120,0,Retail,82.48672259028618,0.0428071189562689,2022-01-05 23:00:00,2304,68.83486745284134,1894,Customer 1894,26,Address 1894,9728.588504180754,2024-06-12,0
120,121,0,Retail,95.08638384399995,0.7459715350697309,2022-01-06 00:00:00,2794,32.34210737065556,1240,Customer 1240,43,Address 1240,1883.4867347636705,2022-08-28,0
121,122,0,Retail,48.77567691066048,0.5893665589856495,2022-01-06 01:00:00,2846,87.56655197793899,1167,Customer 1167,33,Address 1167,4121.316624748486,2022-06-16,0
122,123,1,Other,76.92373657516502,0.269505804949578,2022-01-06 02:00:00,2169,70.83894725546456,1330,Customer 1330,63,Address 1330,8773.956940488475,2022-11-26,1
123,124,0,Travel,52.738703327766736,0.4136975064344618,2022-01-06 03:00:00,2948,26.529790933426444,1171,Customer 1171,22,Address 1171,4631.532991706319,2022-06-20,0
124,125,0,Retail,83.10764958693693,0.7920798620894777,2022-01-06 04:00:00,2148,88.20456750327392,1749,Customer 1749,44,Address 1749,3334.187888384263,2024-01-19,0
125,126,0,Other,60.02616890446173,0.407731665515309,2022-01-06 05:00:00,2226,55.20289159939914,1069,Customer 1069,38,Address 1069,8363.065543345401,2022-03-10,0
126,127,0,Other,89.72536824864176,0.5470065298001408,2022-01-06 06:00:00,2390,55.48555001123924,1569,Customer 1569,31,Address 1569,6363.937936403128,2023-07-23,0
127,128,0,Food,83.8883819694083,0.6487036898380295,2022-01-06 07:00:00,2637,39.19964508295418,1537,Customer 1537,37,Address 1537,1947.17341955263,2023-06-21,0
128,129,0,Food,93.2420611636587,0.8657397106795307,2022-01-06 08:00:00,2461,49.87286889896349,1425,Customer 1425,56,Address 1425,6441.933112929328,2023-03-01,0
129,130,0,Other,53.74615541333524,0.6067478301246536,2022-01-06 09:00:00,2928,12.473355037269908,1761,Customer 1761,21,Address 1761,2854.1866227984992,2024-01-31,0
130,131,0,Other,43.06404676353721,0.5439223502745882,2022-01-06 10:00:00,2901,75.99253650342669,1458,Customer 1458,35,Address 1458,8017.715824154072,2023-04-03,0
131,132,0,Food,27.32178111362836,0.1944314454446276,2022-01-06 11:00:00,2588,65.03159710701489,1588,Customer 1588,27,Address 1588,7925.082131230957,2023-08-11,0
132,133,0,Retail,74.31939247105099,0.0507840812114911,2022-01-06 12:00:00,2717,92.36972521780169,1418,Customer 1418,19,Address 1418,5724.611458231782,2023-02-22,0
133,134,0,Food,81.10453304374346,0.6752844762825353,2022-01-06 13:00:00,2511,33.800957892074884,1299,Customer 1299,31,Address 1299,4661.555925923707,2022-10-26,0
134,135,0,Travel,51.28972617484501,0.3518120629599117,2022-01-06 14:00:00,2077,14.56451519624522,1822,Customer 1822,44,Address 1822,8603.321935277745,2024-04-01,0
135,136,0,Travel,76.33022876630817,0.6862647854532525,2022-01-06 15:00:00,2921,70.85855068793218,1152,Customer 1152,55,Address 1152,7273.982375653035,2022-06-01,0
136,137,0,Other,82.1851437672511,0.166292052708713,2022-01-06 16:00:00,2639,80.77316169978734,1667,Customer 1667,35,Address 1667,4096.117607307247,2023-10-29,0
137,138,0,Online,68.07165652135744,0.107425555785323,2022-01-06 17:00:00,2548,39.8254029895631,1669,Customer 1669,44,Address 1669,4490.144010455546,2023-10-31,0
138,139,0,Online,97.73176014092073,0.0653463606382471,2022-01-06 18:00:00,2338,12.184601872547413,1169,Customer 1169,30,Address 1169,4020.714312343048,2022-06-18,0
139,140,0,Travel,44.4059707359975,0.7817590190058886,2022-01-06 19:00:00,2180,36.9412542954954,1574,Customer 1574,55,Address 1574,5541.197921465388,2023-07-28,0
140,141,0,Retail,46.56716357207259,0.671085348147031,2022-01-06 20:00:00,2209,61.41387641863861,1019,Customer 1019,37,Address 1019,3797.734535980661,2022-01-19,0
141,142,0,Other,50.497451261542906,0.5218400263257464,2022-01-06 21:00:00,2919,74.95521382139967,1017,Customer 1017,21,Address 1017,5179.000965050205,2022-01-17,0
142,143,0,Online,73.01484256366689,0.0083915576541542,2022-01-06 22:00:00,2573,86.47644806653052,1150,Customer 1150,52,Address 1150,7476.989180248455,2022-05-30,0
143,144,0,Online,70.58921223632976,0.2643047451700305,2022-01-06 23:00:00,2954,44.586046124582026,1087,Customer 1087,28,Address 1087,2934.8098384758123,2022-03-28,0
144,145,0,Online,18.760393793572423,0.7695243691162444,2022-01-07 00:00:00,2936,45.94470335816509,1129,Customer 1129,39,Address 1129,4396.07692646077,2022-05-09,0
145,146,0,Food,33.87159912261558,0.0963849867089952,2022-01-07 01:00:00,2011,86.17240478756997,1234,Customer 1234,18,Address 1234,6737.496077516889,2022-08-22,0
146,147,0,Travel,93.62801307167632,0.5907825622817242,2022-01-07 02:00:00,2504,19.688496513147165,1112,Customer 1112,57,Address 1112,9784.73655418159,2022-04-22,0
147,148,0,Online,78.51656294055846,0.5996910725465628,2022-01-07 03:00:00,2369,79.52197137501955,1066,Customer 1066,64,Address 1066,8979.728844071804,2022-03-07,0
148,149,1,Travel,13.740115016215762,0.0769873880028959,2022-01-07 04:00:00,2751,10.863844969173988,1598,Customer 1598,29,Address 1598,6550.062414282284,2023-08-21,0
149,150,0,Other,35.76256757704117,0.9827270365132578,2022-01-07 05:00:00,2684,15.24013555293646,1117,Customer 1117,52,Address 1117,7288.036637655037,2022-04-27,0
150,151,0,Retail,91.20674786727866,0.6983944973107784,2022-01-07 06:00:00,2920,46.265651867845264,1311,Customer 1311,25,Address 1311,9253.478916937507,2022-11-07,0
151,152,0,Travel,67.72998285604584,0.7864850345761688,2022-01-07 07:00:00,2953,10.64214063364256,1998,Customer 1998,25,Address 1998,9148.652758711904,2024-09-24,0
152,153,0,Online,23.84789057823815,0.8608939744740778,2022-01-07 08:00:00,2514,40.52631372440093,1123,Customer 1123,34,Address 1123,7347.086686903932,2022-05-03,0
153,154,0,Online,23.19675309370517,0.0363253594047917,2022-01-07 09:00:00,2480,55.74925986254664,1098,Customer 1098,61,Address 1098,6405.360523608859,2022-04-08,0
154,155,0,Retail,55.12309145953811,0.152484889271127,2022-01-07 10:00:00,2598,80.68702881549353,1836,Customer 1836,47,Address 1836,4018.773274033155,2024-04-15,0
155,156,0,Retail,92.42444949008308,0.195162305471047,2022-01-07 11:00:00,2245,58.78105340124304,1126,Customer 1126,27,Address 1126,7080.103438619933,2022-05-06,0
156,157,0,Online,60.54514510210061,0.7535838037722454,2022-01-07 12:00:00,2068,93.21260497318085,1105,Customer 1105,37,Address 1105,7588.2826264097375,2022-04-15,0
157,158,0,Food,58.13885000694888,0.0013112357995281,2022-01-07 13:00:00,2454,48.93431687421971,1634,Customer 1634,44,Address 1634,5302.392311164256,2023-09-26,0
158,159,0,Other,49.28997754079705,0.0686108170259279,2022-01-07 14:00:00,2225,75.84896970201633,1768,Customer 1768,35,Address 1768,1824.800520598792,2024-02-07,0
159,160,1,Food,20.433902723174075,0.799903050684708,2022-01-07 15:00:00,2783,99.24329385724016,1271,Customer 1271,23,Address 1271,9084.791658545855,2022-09-28,0
160,161,0,Travel,34.28799621000191,0.8128326048241296,2022-01-07 16:00:00,2752,97.62385249068704,1935,Customer 1935,35,Address 1935,4805.27779551589,2024-07-23,0
